filename,artist,title,style,genre,date,
45302.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Portrait,Impressionism,portrait,1902,
10168.jpg,234c8d1df0b49b512791078cf00cf352,Saint Mammes,Impressionism,landscape,1885,
17926.jpg,24ed88087b0ffeb763e89a197a5cde0d,On the Cliff at Portrieux,Impressionism,genre painting,1894,
34837.jpg,baf7d83c695b53884ac947bf8fb9567e,Portrait of Charles E.W. Bean ,Post-Impressionism,portrait,1924,
95975.jpg,ff9488f3353c524c946f38e6547af32a,Still Life With Seashell,Post-Impressionism,still life,1972,
100654.jpg,53efe257b862c27252c60469be27c344,Narcissus and Lilies,Impressionism,still life,1920,
57077.jpg,45f4183820ce1fa775f8a27d3120aad6,Ligachevo,Impressionism,landscape,1915,
88337.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Combing,Post-Impressionism,genre painting,,
32360.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,In a Room,Impressionism,genre painting,1919,
77750.jpg,8b0b3035149710416ea423a8ba49c0df,"Packing Cherries in Provence, France",Impressionism,genre painting,1923,
36752.jpg,4b0465826ffd6db797ea6f3a5898df79,Village in Snow,Post-Impressionism,cityscape,1911,
19147.jpg,6f80666437feea42f295cdc0f1eb4df9,"Camaret, Three Masters Anchored in the Harbor",Impressionism,marina,1873,
24937.jpg,c16781c4321948227193214b68477a5c,Spanish Fountain,Impressionism,cityscape,1912,
101359.jpg,4b0465826ffd6db797ea6f3a5898df79,"Village Street, Vaudreuil",Post-Impressionism,cityscape,1903,
89103.jpg,83518d02afc5754dd9e79985f56c3355,Tuileries Garden,Post-Impressionism,cityscape,,
23659.jpg,6f80666437feea42f295cdc0f1eb4df9,"The Giudecca from The Zatteri, Venice",Impressionism,cityscape,,
5205.jpg,8b0b3035149710416ea423a8ba49c0df,The Harvesters' Supper,Impressionism,genre painting,1903,
74983.jpg,a6027a4ba71b61a55ea598379c9d508c,Diego Martelli,Impressionism,portrait,1879,
8302.jpg,3206630d0307a51332598b034e7075d6,Evening at the Bay of Frogner,Impressionism,genre painting,1880,
96620.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Cafe ,Impressionism,cityscape,1901,
21692.jpg,ede1514454e88b491065d3d9ec6e7197,Sunset Effect,Impressionism,landscape,c.1890,
91352.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Sevastopol Bazaar ,Impressionism,cityscape,1915,
73860.jpg,ed9cf03b71a8a71d41ecb4e8406a0877,Biribi ,Post-Impressionism,landscape,1907,
13014.jpg,b3b31afa1d2a4b3d288561535e6f5dce,Tomis,Impressionism,marina,,
888.jpg,3cc9a44380296d93e68b71a27643c25f,Madame Cezanne in a Yellow Chair,Post-Impressionism,portrait,c.1890,
16228.jpg,d102cde968c819e615f13f13ade83a3c,An acrobat,Post-Impressionism,genre painting,1919,
56915.jpg,6f80666437feea42f295cdc0f1eb4df9,"Berck, Fishermen at Low Tide",Impressionism,genre painting,,
73746.jpg,53128585a400eea9a4df4ff3ec89db41,Horses in the Water,Impressionism,landscape,1883,
47231.jpg,c74b7dd9e9e7d8c42895eda332990988,Still LIfe with Pears and Indian Bowl,Post-Impressionism,still life,c.1912,
49216.jpg,570fbec0094b3c8afbd863df61250302,Patio del Exconvento de San Agustín,Impressionism,landscape,1860,
30466.jpg,a6027a4ba71b61a55ea598379c9d508c,Six Friends of the Artist,Impressionism,portrait,1885,
85566.jpg,c16781c4321948227193214b68477a5c,Dorothy Barnard,Impressionism,portrait,1885,
19237.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Bird cherry ,Impressionism,genre painting,1912,
10849.jpg,347c19bed0bc29e071c9677e1c2cda5b,Rooftops Seen from Sf. Gheorghe Square,Impressionism,cityscape,1940,
61935.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Still Life with Fruit and Bottle ,Impressionism,still life,c.1930,
64579.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Gursuf evening ,Impressionism,landscape,1912,
31671.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Paris cafe,Impressionism,cityscape,c.1890,
13960.jpg,9ed985537529bb0bbfa73a60517a9266,Inessential Store,Impressionism,landscape,,
18187.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Roses ,Impressionism,flower painting,1917,
74574.jpg,53efe257b862c27252c60469be27c344,View Towards the Mediterranean Sea,Impressionism,marina,1930,
62270.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Yalta at night ,Impressionism,cityscape,1905,
20693.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,"Fish, Wine and Fruit",Impressionism,still life,1916,
78262.jpg,24ed88087b0ffeb763e89a197a5cde0d,Two Nymphs Embracing,Impressionism,mythological painting,1892,
15783.jpg,40f86d376acde0d9862ce7493745bdae,Portrait of Luis Bunuel ,Post-Impressionism,portrait,1924,
44751.jpg,24ed88087b0ffeb763e89a197a5cde0d,Snowy Landscape (aka Frost),Impressionism,landscape,1880,
31044.jpg,5aabfc58470d01bb2362795a44a2603b,A little washerman,Post-Impressionism,genre painting,1887,
92945.jpg,8e3f7f0049cf197c977f334e6cf87961,Sacre-Coeur and Passage Cottin,Post-Impressionism,cityscape,,
32032.jpg,773f5c956271c476778f3738587aca6c,Küfermeister Adam Chaudy,Impressionism,portrait,1890,
79608.jpg,6f80666437feea42f295cdc0f1eb4df9,"Camaret, Low Tide",Impressionism,landscape,1873,
54318.jpg,e194986304d381e56ca87f11adab090b,The Exodus ,Impressionism,genre painting,1928,
102338.jpg,9c948f31fc16aca442cc91e7fe05fb95,The painter of animals,Impressionism,portrait,1882,
95300.jpg,e194986304d381e56ca87f11adab090b,Woman Washing ,Impressionism,genre painting,1917,
19009.jpg,d81e785a117ecb4592e3cb341bdda0dc,Cavalry in an Arizona Sandstorm,Impressionism,genre painting,1889,
85609.jpg,e194986304d381e56ca87f11adab090b,Mob Vengeance ,Impressionism,genre painting,1930,
39629.jpg,50591a7061fb340d875723f38e00cc3b,The Butterfly,Impressionism,nude painting (nu),1902,
46621.jpg,b1060c5ec0ca23662c00c6a7aebfba59,Self-portrait with palette,Post-Impressionism,self-portrait,,
70476.jpg,590d86025e0458fa979934ccc6e75ab6,Lady in Blue,Post-Impressionism,portrait,1902,
41626.jpg,2ca7e9a647c1c723349e37d3d60c7b7d,Red-Roofed House at Mimizan,Impressionism,landscape,,
33034.jpg,342d7068656b00878b23e1031a3ddf50,Portrait of Princess Polina Shcherbatova,Impressionism,sketch and study,1911,
89600.jpg,479807bac5f3f944e7209e5d99e0dc48,On the River's Edge,Impressionism,genre painting,1910,
7957.jpg,31dbc08b8d0a3196c5484c0c068b2bcc,Woman of Holland,Impressionism,portrait,1903,
51349.jpg,5aabfc58470d01bb2362795a44a2603b,Self-Portrait Dedicated to Vincent van Gogh (Les Misérables) ,Post-Impressionism,self-portrait,1888,
25991.jpg,19cefbdc3612660557f546970f0302f5,Vegetables,Post-Impressionism,still life,,
35453.jpg,c16781c4321948227193214b68477a5c,Pine Forest,Impressionism,landscape,c.1908,
60734.jpg,3a5da5cdabbaa3f0dea68520a419e01f,The Winding Road,Impressionism,landscape,1906,
70504.jpg,771559963bfcd943ed664be114b79859,Flowers in a Delft Jug,Impressionism,flower painting,,
85957.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Thawing Brook (Winter Shadows) ,Impressionism,landscape,1911,
973.jpg,6f80666437feea42f295cdc0f1eb4df9,"Camaret, the Port",Impressionism,marina,,
31373.jpg,b3b31afa1d2a4b3d288561535e6f5dce,Vas cu tufănele,Impressionism,flower painting,,
4773.jpg,b1060c5ec0ca23662c00c6a7aebfba59,Poisoned Well I,Post-Impressionism,genre painting,,
52365.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Interior ,Impressionism,interior,1913,
47618.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Okhotino.September,Impressionism,landscape,1915,
35859.jpg,9ed985537529bb0bbfa73a60517a9266,Sunday,Impressionism,genre painting,,
38941.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Winter sun ,Impressionism,genre painting,1919,
86887.jpg,773f5c956271c476778f3738587aca6c,Woman at writing desk,Impressionism,interior,1898,
43859.jpg,53128585a400eea9a4df4ff3ec89db41,Woman with a Monkey,Post-Impressionism,genre painting,1884,
53620.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Morning Shadows,Impressionism,landscape,1908,
19491.jpg,8132d9d37c4ed26ff2a55a79654925e9,Shepherd and his Lover,Post-Impressionism,genre painting,1927,
90780.jpg,e194986304d381e56ca87f11adab090b,Washday ,Impressionism,genre painting,1918,
65757.jpg,501cd43fed2cebe0f11c7e8df94f49bb,Children,Impressionism,genre painting,c.1910,
101007.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Pond ,Impressionism,landscape,1910,
33457.jpg,3206630d0307a51332598b034e7075d6,Midnight Mass,Impressionism,cityscape,1901,
81482.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Spring ,Impressionism,landscape,1917,
58282.jpg,8863967f24bf7974f76ac119e26c9e3f,Still life with shoe and mirror,Post-Impressionism,still life,c.1906,
165.jpg,ff9488f3353c524c946f38e6547af32a,Still Life With Guitar and Pipe,Post-Impressionism,still life,1959,
99066.jpg,46521c2f208f296450d932bc0b55db88,House on the Banks of a River,Post-Impressionism,cityscape,1909,
77593.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Assembly of Hunters,Impressionism,genre painting,1879,
73949.jpg,6f80666437feea42f295cdc0f1eb4df9,The Stranded Boat,Impressionism,marina,1889,
31528.jpg,5aabfc58470d01bb2362795a44a2603b,Kneeling cow,Post-Impressionism,animal painting,1888,
49590.jpg,773f5c956271c476778f3738587aca6c,Mutter mit Kind auf einer Strassenkreuzung,Impressionism,genre painting,1920,
50223.jpg,c16781c4321948227193214b68477a5c,The Rialto,Impressionism,cityscape,1911,
88264.jpg,50591a7061fb340d875723f38e00cc3b,"Rainy day, Boston",Impressionism,genre painting,,
74249.jpg,861c29e13205420326f7443ea77de5c9,Flowers against a Dark Background ,Post-Impressionism,flower painting,1899,
64388.jpg,7e4dc558dfaf1fde7eb908e370393d00,Willow on the Banks of the Seine,Impressionism,landscape,,
99781.jpg,5aabfc58470d01bb2362795a44a2603b,"Rue Jouvenet, Rouen",Impressionism,cityscape,1884,
64800.jpg,46521c2f208f296450d932bc0b55db88,Landscape with Three Cypresses,Post-Impressionism,landscape,c.1912,
12336.jpg,ede1514454e88b491065d3d9ec6e7197,The limpid water. Gloomy day. Crimea,Impressionism,marina,c.1908,
48687.jpg,f383a2f449f42359b551077c91ff44ce,San Remo (Santa Brigita Arc),Impressionism,cityscape,1939,
32303.jpg,9ed985537529bb0bbfa73a60517a9266,Roofs under Snow,Impressionism,sketch and study,1927,
68232.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Creek ,Impressionism,landscape,c.1880,
102066.jpg,bcbe9e31a685a3b99d1891edfba25cff,House in Oltenia,Impressionism,landscape,,
1009.jpg,bd14ef3c1a25cf0c5368ccd92a3c5f04,Neskuchnoye. Plowing ,Impressionism,landscape,1908,
8103.jpg,a6027a4ba71b61a55ea598379c9d508c,Dancers in Light Blue (Rehearsing in the Dance Studio),Impressionism,genre painting,c.1881,
38360.jpg,49bb8d79587c2172c6cd04dd705fd891,Blue Mountains,Post-Impressionism,landscape,c.1915,
32578.jpg,baec4a5af305c764a48b1449a10b6820,Portrait of a Woman,Impressionism,portrait,1918,
31792.jpg,cd5fd504c0dc28573fe139aae78f701e,l'Ecuyère,Post-Impressionism,portrait,1920,
3394.jpg,479807bac5f3f944e7209e5d99e0dc48,"River Epte, Giverny",Impressionism,landscape,1910,
8263.jpg,367b71c19a5901f237b9f10cf7bc6e86,"Jane Ellen Harrison, Newnham College",Post-Impressionism,portrait,,
12367.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Flying Shadows,Impressionism,landscape,,
9235.jpg,ce3d8977aae5986601232aa58d15282a,Portrait of the actress Vera Georgievna Dulova,Post-Impressionism,portrait,1949,
42261.jpg,234c8d1df0b49b512791078cf00cf352,Path along the Loing Canal,Impressionism,landscape,1891,
74014.jpg,c56bcab4b317984013ebef5d3c4b5906,Woodland-Stream,Impressionism,landscape,,
99393.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Early Spring ,Impressionism,landscape,c.1870,
17112.jpg,342d7068656b00878b23e1031a3ddf50,Peter I the Great  ,Impressionism,genre painting,1907,
11820.jpg,d5055051845aa4e6317df876897b66d0,Harlequin,Post-Impressionism,genre painting,,
33920.jpg,9ed985537529bb0bbfa73a60517a9266,Landscape from Provence,Impressionism,landscape,1924,
40052.jpg,49bb8d79587c2172c6cd04dd705fd891,Seascape,Post-Impressionism,marina,c.1907,
32591.jpg,d105584f25708b3f695175a6b3871fe1,"Maternite, Anne Marie et Marthe a la Bague Ovale",Post-Impressionism,portrait,1902,
30445.jpg,38e14c2f533ff199174b1803c57c27e7,Flower Beauty,Impressionism,flower painting,,
10237.jpg,45f4183820ce1fa775f8a27d3120aad6,The Provincials,Post-Impressionism,genre painting,1920,
658.jpg,e87972a61b3ea8056af087ca4d5a7d56,Lady with Goldfish,Impressionism,portrait,,
64498.jpg,49bb8d79587c2172c6cd04dd705fd891,Still Life Apples Vase,Post-Impressionism,still life,1915,
102627.jpg,33fbba0a786451ed0ed45b0467349cfe,Cumberland Mountains,Impressionism,landscape,1899,
88508.jpg,46521c2f208f296450d932bc0b55db88,The Bridge at Chatou,Post-Impressionism,cityscape,1912,
72692.jpg,ce3d8977aae5986601232aa58d15282a,Fotieva road,Post-Impressionism,landscape,1926,
31106.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Gursuf ,Impressionism,still life,1916,
41882.jpg,03eb72f3b50cabc136056918808ba5cb,Artist's House in Skagen Plantation,Impressionism,landscape,1908,
41117.jpg,b5dd32a7fa685dc7c1c00e01cb0afa60,Balchik Hills,Impressionism,landscape,,
30886.jpg,55c2c6ef8baf3f501a3d215c73207224,Balcic Houses,Post-Impressionism,landscape,1933,
62596.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Portrait of Mie Louise Durand Ruel,Impressionism,portrait,1911,
43309.jpg,19cefbdc3612660557f546970f0302f5,Uncleared table,Post-Impressionism,still life,,
81196.jpg,68cbc428edbcf480cbbb9a0e66e7046d,"Head of Julie, Looking Down",Impressionism,portrait,c.1909,
11121.jpg,7e4dc558dfaf1fde7eb908e370393d00,"The Bather, or The Diver",Impressionism,genre painting,1877,
84600.jpg,739ad39c672e781a5cee3c07ecb9f646,Study for the Portrait of F. R. Leyland ,Impressionism,sketch and study,1873,
102954.jpg,f383a2f449f42359b551077c91ff44ce,Carpenters' Lunch,Impressionism,genre painting,1929,
96567.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Masquerade ,Impressionism,genre painting,1913,
38287.jpg,b5dd32a7fa685dc7c1c00e01cb0afa60,Tatar Houses in Balchik,Impressionism,landscape,,
20859.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Roses ,Impressionism,flower painting,c.1910,
89539.jpg,45f4183820ce1fa775f8a27d3120aad6,In Sergiyev Posad,Post-Impressionism,cityscape,1911,
79806.jpg,9ed985537529bb0bbfa73a60517a9266,Gulf in Villefranche-sur-Mer,Impressionism,landscape,,
34598.jpg,bd14ef3c1a25cf0c5368ccd92a3c5f04,Winter wheat ,Impressionism,landscape,1910,
102557.jpg,4b0465826ffd6db797ea6f3a5898df79,Village on the hill,Post-Impressionism,cityscape,,
51111.jpg,2ca7e9a647c1c723349e37d3d60c7b7d,Mountain near Lochmore,Impressionism,landscape,,
84039.jpg,d81e785a117ecb4592e3cb341bdda0dc,Modern Comanche,Impressionism,portrait,1890,
1145.jpg,45f4183820ce1fa775f8a27d3120aad6,Troitse-Sergiyev Monastery,Post-Impressionism,landscape,,
93400.jpg,ce3d8977aae5986601232aa58d15282a,Novgorod. Detinets.,Post-Impressionism,cityscape,1925,
12401.jpg,6f80666437feea42f295cdc0f1eb4df9,The Sea at Douarnenez,Impressionism,landscape,1897,
1441.jpg,53efe257b862c27252c60469be27c344,Pe cheiul Senei,Impressionism,genre painting,,
16939.jpg,121fffad1eb6f7dff228b8a71b6aec72,The yield on the Red Porch,Impressionism,genre painting,1910,
22434.jpg,347c19bed0bc29e071c9677e1c2cda5b,Atelier View (Bucharest Rooftops),Impressionism,cityscape,,
92721.jpg,d4d9438fbca20e50a5417390c9bc7ab9,"Untitled, from suite Savage Iowa (Buffalo Stampede) ",Post-Impressionism,illustration,1923,
67529.jpg,9ed985537529bb0bbfa73a60517a9266,Winter Landscape,Impressionism,landscape,,
5618.jpg,773f5c956271c476778f3738587aca6c,Spring,Impressionism,landscape,1903,
41061.jpg,9dab8b8158b158b64cd858ca79a7893d,The Violoncellist ,Impressionism,genre painting,1907,
10919.jpg,c56bcab4b317984013ebef5d3c4b5906,Sailing in the Mist,Impressionism,marina,c.1895,
46163.jpg,861c29e13205420326f7443ea77de5c9,Ben More from Iona ,Post-Impressionism,landscape,1924,
52242.jpg,861c29e13205420326f7443ea77de5c9,Peggy McRae ,Post-Impressionism,portrait,1909,
2558.jpg,e194986304d381e56ca87f11adab090b,The Gray House ,Impressionism,genre painting,1910,
28774.jpg,ce3d8977aae5986601232aa58d15282a,Spain. Kaldetes. Oliva.,Post-Impressionism,sketch and study,1910,
95162.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Portrait of Olga Alyabyeva,Impressionism,portrait,1889,
54162.jpg,bd14ef3c1a25cf0c5368ccd92a3c5f04,Cabbage. Village Neskuchnoye ,Impressionism,landscape,1909,
12366.jpg,0eeac4ecff259dc515be795e1a76019a,A young merchant's wife,Impressionism,genre painting,1914,
23982.jpg,f383a2f449f42359b551077c91ff44ce,Peasant Woman with Jar,Impressionism,genre painting,1940,
2945.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Girl with guitar ,Impressionism,genre painting,1916,
11438.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Autumn ,Impressionism,landscape,1917,
94176.jpg,49bb8d79587c2172c6cd04dd705fd891,Merry Go Round,Post-Impressionism,genre painting,c.1913,
32011.jpg,9c948f31fc16aca442cc91e7fe05fb95,Flowers in a Crystal Vase,Impressionism,still life,c.1882,
53813.jpg,a6027a4ba71b61a55ea598379c9d508c,Portrait of a Woman Wearing a Green Blouse,Impressionism,portrait,c.1884,
91800.jpg,861c29e13205420326f7443ea77de5c9,Lady in a White Dress ,Post-Impressionism,genre painting,1906,
97678.jpg,ead14565b474741df868ff61f35c2634,Landscape in Sussex,Impressionism,landscape,,
87490.jpg,c9cb55f86a51601ee0bf7bc5e92f8f7b,The Cruel Sea,Impressionism,marina,1967,
5007.jpg,6f80666437feea42f295cdc0f1eb4df9,"Cows in a Meadow, Morning Effect",Impressionism,animal painting,c.1882,
49155.jpg,855baacfb3c92bca6700accbac624378,Self -portrait,Impressionism,self-portrait,,
31292.jpg,53128585a400eea9a4df4ff3ec89db41,The Bineau Bridge,Impressionism,genre painting,1884,
71571.jpg,c9380d13360b37f21cfd174d92a7247e,Boat at a shore Sun,Post-Impressionism,landscape,,
23596.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Nude Baby on Mother`s Lap Resting Her arm on the Back of the Chair,Impressionism,genre painting,1913,
55122.jpg,6941b13e29b1abf0da02c3c64940ef08,Girl Crotcheting,Impressionism,genre painting,1904,
10121.jpg,ccda76bb6f2bc9e5880dadc5f601624a,Negocieri,Post-Impressionism,nude painting (nu),1935,
20998.jpg,45f4183820ce1fa775f8a27d3120aad6,July. Bathing,Post-Impressionism,landscape,1925,
76772.jpg,9c948f31fc16aca442cc91e7fe05fb95,Argenteuil,Impressionism,genre painting,1874,
73704.jpg,45f4183820ce1fa775f8a27d3120aad6,"The Triple Near Old ""Yar""",Impressionism,genre painting,1909,
14717.jpg,0f05ba8fe45bc6e464a4a35a85d060d2,Rue Royal Madeleine,Impressionism,cityscape,,
62859.jpg,a6027a4ba71b61a55ea598379c9d508c,The Actresses Dressing Room,Impressionism,interior,c.1885,
40915.jpg,858a7a74ee3d87469ad1fd2cbdefa739,In the Park,Impressionism,genre painting,,
94548.jpg,9dab8b8158b158b64cd858ca79a7893d,Young Caretaker (also known as Motherhood) ,Impressionism,portrait,1899,
11694.jpg,739ad39c672e781a5cee3c07ecb9f646,Note in Gold and Silver,Impressionism,cityscape,c.1884,
35597.jpg,6f80666437feea42f295cdc0f1eb4df9,"Trouville, the Port",Impressionism,cityscape,1864,
100757.jpg,7e4dc558dfaf1fde7eb908e370393d00,The Nap,Impressionism,genre painting,1877,
81035.jpg,a6027a4ba71b61a55ea598379c9d508c,Emma Dobigny,Impressionism,portrait,1869,
78557.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,At the Window,Impressionism,genre painting,1919,
24745.jpg,d4694d62cbeb84925ff57fc57243a2e2,Intimitate,Impressionism,nude painting (nu),1925,
26320.jpg,9ed985537529bb0bbfa73a60517a9266,Autumn Landscape,Impressionism,landscape,,
70553.jpg,68cbc428edbcf480cbbb9a0e66e7046d,Mother And Child,Impressionism,genre painting,1908,
33614.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Painting My Wife and Daughter,Impressionism,portrait,,
31187.jpg,861c29e13205420326f7443ea77de5c9,Tulips – The Blue Jug,Post-Impressionism,still life,1919,
7090.jpg,861c29e13205420326f7443ea77de5c9,Roses in a Chinese Vase ,Post-Impressionism,flower painting,1923,
56214.jpg,0549f194ce656a3a2f59da5ac7ba2235,The pioneer,Impressionism,genre painting,1904,
37089.jpg,773f5c956271c476778f3738587aca6c,Lady in black evening dress with green scarf,Impressionism,portrait,1908,
84655.jpg,9c8cb435575437c114bb2f855a42530f,Paisaje,Impressionism,landscape,1922,
83056.jpg,63e73f693e541f53d98ed6c93d03ef40,Portrait of a Lady,Impressionism,portrait,1912,
86164.jpg,c9380d13360b37f21cfd174d92a7247e,In a park,Post-Impressionism,landscape,c.1900,
53454.jpg,ede1514454e88b491065d3d9ec6e7197,Sunset in the forest,Impressionism,landscape,,
64303.jpg,501cd43fed2cebe0f11c7e8df94f49bb,Cowboy,Impressionism,genre painting,1941,
85557.jpg,b3b31afa1d2a4b3d288561535e6f5dce,Still Life with Chrysanthemums,Impressionism,still life,,
52801.jpg,50591a7061fb340d875723f38e00cc3b,"Country fair, New England",Impressionism,genre painting,1890,
90022.jpg,6460e3ba02dfa3b57ebf5d3d0823aa47,Jockeys,Impressionism,genre painting,1882,
11132.jpg,d4d9438fbca20e50a5417390c9bc7ab9,"Untitled, from suite Savage Iowa (Clothesline) ",Post-Impressionism,illustration,1923,
101851.jpg,f5cd5910c4ad9657ed58a3c86481969c,Flowers and Fruits,Impressionism,still life,,
74443.jpg,49bb8d79587c2172c6cd04dd705fd891,"Lacemakers, Venice",Impressionism,genre painting,c.1899,
43094.jpg,63e73f693e541f53d98ed6c93d03ef40,The Pansies,Impressionism,flower painting,,
101457.jpg,2758fcef28414c3065d93ff791211566,La conversation au puits,Post-Impressionism,genre painting,1934,
82967.jpg,53128585a400eea9a4df4ff3ec89db41,Three Men Seated,Post-Impressionism,landscape,1884,
92141.jpg,9dab8b8158b158b64cd858ca79a7893d,"Brook and Wash-House, Giverny",Impressionism,landscape,,
22745.jpg,c6fae606cd997c751017bc18c4082e9f,Landscape at Chailly,Impressionism,landscape,1865,
51983.jpg,49bb8d79587c2172c6cd04dd705fd891,Maine Beach,Impressionism,genre painting,c.1913,
28463.jpg,f383a2f449f42359b551077c91ff44ce,Fringe of Bucharest,Impressionism,cityscape,1940,
2396.jpg,347c19bed0bc29e071c9677e1c2cda5b,Balchik Towards the Sea,Impressionism,cityscape,1940,
64936.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,Alupka ,Impressionism,cityscape,1912,
2886.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,The Moskva River Bridge,Impressionism,cityscape,1914,
15015.jpg,d4694d62cbeb84925ff57fc57243a2e2,Fishing Nets Drying,Post-Impressionism,landscape,,
86478.jpg,19cefbdc3612660557f546970f0302f5,Still life,Post-Impressionism,still life,1908,
55407.jpg,347c19bed0bc29e071c9677e1c2cda5b,Medgidia Houses,Impressionism,cityscape,1938,
99378.jpg,9ed985537529bb0bbfa73a60517a9266,Cape Caliacra,Impressionism,marina,,
13257.jpg,55c2c6ef8baf3f501a3d215c73207224,Boats at Chioggia (Venice),Impressionism,marina,1914,
4627.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,A Nothern Idyll,Impressionism,genre painting,1886,
37317.jpg,c9380d13360b37f21cfd174d92a7247e,"Long Island, summer landscape with a river",Post-Impressionism,landscape,1944,
94576.jpg,c6a2545723847ff0987e5efd82912ffa,Flowers,Post-Impressionism,flower painting,,
101180.jpg,bc0ddf03c667c5edb17982be481ef360,"The Port of Palais, Belle Ile",Impressionism,landscape,1896,
11905.jpg,c16781c4321948227193214b68477a5c,A Spanish Barracks,Impressionism,genre painting,1906,
75033.jpg,a6027a4ba71b61a55ea598379c9d508c,Russian Dancer ,Impressionism,genre painting,1895,
24750.jpg,50591a7061fb340d875723f38e00cc3b,Bridge at Old Lyme,Impressionism,landscape,1908,
57732.jpg,234c8d1df0b49b512791078cf00cf352,Lane of Poplars on the Banks of the Loing,Impressionism,landscape,1892,
66054.jpg,dd1df6c604be537d51113fca26669cac,Woman with a Rabbit,Post-Impressionism,portrait,1918,
63969.jpg,3a5da5cdabbaa3f0dea68520a419e01f,Pont Royal,Impressionism,cityscape,1913,
17427.jpg,bd14ef3c1a25cf0c5368ccd92a3c5f04,Family Portrait ,Impressionism,portrait,c.1910,
100849.jpg,ce1213bc7e9e37409fe6f82ae1dfd9da,Shell Gatherers,Impressionism,marina,,
64930.jpg,129349585c3d1f312535b6619fc36bf7,Olenka and Kolya on the Steps,Impressionism,genre painting,c.1900,
46412.jpg,24ed88087b0ffeb763e89a197a5cde0d,Girl and Child on the Grass,Impressionism,genre painting,1875,
71100.jpg,8b0b3035149710416ea423a8ba49c0df,A Veronese Road,Impressionism,genre painting,,
9625.jpg,8b0b3035149710416ea423a8ba49c0df,R. H. La Thangue (Portrait of the Artist's Father),Impressionism,portrait,1882,
56148.jpg,861c29e13205420326f7443ea77de5c9,Blue and White Teapot,Post-Impressionism,still life,1917,
43560.jpg,53128585a400eea9a4df4ff3ec89db41,A canoes,Impressionism,landscape,1885,
6542.jpg,e194986304d381e56ca87f11adab090b,A Day in March  ,Impressionism,genre painting,1918,
96881.jpg,8015301cc7d239fbb7a6a693e708d2b1,Lighthouse in Westkapelle,Post-Impressionism,cityscape,1909,
99124.jpg,234c8d1df0b49b512791078cf00cf352,Snow at Louveciennes,Impressionism,landscape,1873,
12308.jpg,6f80666437feea42f295cdc0f1eb4df9,Figures on the Beach at Trouville,Impressionism,genre painting,1869,
12255.jpg,30808b4d00840f1352ca9b2ed47e0c64,Agrs pavasaris,Impressionism,landscape,,
51114.jpg,a6027a4ba71b61a55ea598379c9d508c,Studio Interior with 'The Steeplechase',Impressionism,interior,c.1881,
12023.jpg,24ed88087b0ffeb763e89a197a5cde0d,Girl with Shuttlecock (also known as Jeanne Bonnet),Impressionism,portrait,1888,
65780.jpg,49bb8d79587c2172c6cd04dd705fd891,Promenade Salem,Post-Impressionism,genre painting,c.1920,
81254.jpg,234c8d1df0b49b512791078cf00cf352,The Bridge at Saint Cloud,Impressionism,landscape,1877,
66003.jpg,a6027a4ba71b61a55ea598379c9d508c,After the Bath,Impressionism,nude painting (nu),c.1883,
80720.jpg,147b0f64f4c2848bc0ad7bc1cdf74afe,The Spanish Tavern ,Impressionism,genre painting,1888,
